"At fault : a novel /","osu.32435017835448"
"An American politician, a novel.--- v.2","mdp.39015063749637"
"The orphan niece, a novel ...","nyp.33433075769624"
"Virgin soil; a novel,--- v.2","mdp.39015028387325"
"The desert of wheat : a novel /","hvd.hwr8p2"
"Men and manners, a novel.--- v. 1","nyp.33433074955034"
"Jap Herron; a novel written from the ouija board; with an introduction, The coming of Jap Herron.","nyp.33433076072150"
"The Venetians A novel : By the author of ""Lady Audley's secret,"" ... In three volumes.--- vol.3","njp.32101064919150"
"The vandal, or, Half a Christian : a novel on Irish-American life /","nyp.33433074879200"
"Marietta. A novel.--- v.1","mdp.39015063927464"
"Willelmi Malmesbiriensis monachi Gesta regum Anglorum, atque Historia novella.--- v.1","uc1.31175034808231"
"The white prophet; a novel,","nyp.33433074945019"
"The Veneerings; a novel,","hvd.hwkf6y"
"Modern literature; a novel.--- v.3","hvd.hxg8qx"
"The peculiar people : a novel /","mdp.39015029284505"
"Arlington. A novel.--- vol.2","njp.32101072980277"
"The strange adventures of a house-boat, a novel,","hvd.hnp3wg"
"The good Samaritan, a novel.","mdp.39015000545643"
"Number seventeen, a novel,--- v.2","mdp.39015063891371"
"The hungry leopard, a novel.","uc1.$b86052"
"The refugee in America: a novel.--- v. 2","nyp.33433075762652"
"Annie Kilburn : a novel /","hvd.32044010082717"
"You can't stop living : a novel /","uc1.$b63686"
"Miss Providence, a novel","nyp.33433074879903"
"The old, old story. A novel.--- v.2","umn.31951p003924208"
"Campus on fire, a novellete [sic]","uc1.$b252104"
"Dogsong : a novel /","mdp.39015010459314"
"Innocent, her fancy and his fact; a novel,","hvd.32044086818374"
"The second son; a novel,","hvd.32044086835691"
"George Lovell. A novel.--- v.2","uc1.31175034921554"
"The school of fashion : a novel.--- v.1","hvd.32044017908666"
"The knave of hearts : a novel /--- v.3","njp.32101067633253"
"Madam : a novel /","hvd.rslewt"
"Cousin Geoffrey, the old bachelor; a novel, to which is added Claude Stocq.","uc1.b3326097"
"Blanche of Burgundy : a novel /","umn.31951001994700c"
"The beginners; a novel.","umn.31951002119305h"
"Highland cousins : a novel.--- v.2","umn.31951001991318o"
"Prediche quaresimale del padre Fulvio Fontana della Compagnia di Gesù, si aggiunge la serie istorica delle Missioni da lui fatte nell'Italia, e nella Germania.","ucm.532358966x"
"Second love, or, Beauty and intellect : a novel /--- vol.2","njp.32101067178556"
"Under the tricolor; or, The American colony in Paris. A novel.","mdp.39015063932126"
"Thou art the man : a novel /--- v.3","umn.31951p00999129x"
"The white thread; a novel,","nyp.33433074862842"
"The nameless castle : a novel /","mdp.39015053262336"
"Jake fades : a novel of impermanence /","uc1.32106019177432"
"Old wives for new; a novel.","mdp.39015018852684"
"The pastor's fire-side : a novel : with a new introduction.--- v.2","umn.31951002458543x"
"New Grub Street, a novel.--- v.1","coo.31924013458207"
"Opium dreams : a novel /","uc1.32106015785279"
"Plan of a novel according to hints from various quarters,","inu.39000003091357"
"Sara, a novel.--- v.2","njp.32101068166162"
"Dingley Falls : a novel /","mdp.39015074241137"
"Round about Rio, a novel,","uc1.$b144561"
"A gentleman of leisure; a novel.","coo.31924021982537"
"El narrador en la novela del siglo XIX (i.e. diez y nueve)","uc1.b3166482"
"The further adventures of Quincy Adams Sawyer and Mason Corner folks; a novel.","hvd.hxdm9n"
"Criss-cross lovers : a novel /--- vol.1","njp.32101068166204"
"A paizagem no conto, na novella e no romance; estudo destinado aos cursos de literatura.","inu.30000097420289"
"Diana Tempest : a novel--","hvd.hwiqu7"
"The valley of decision : a novel.--- v.2","hvd.32044019663723"
"Madelon : a novel /","hvd.hn3c2j"
"The regeneration; a novel,","uva.x030801419"
"The red laugh : fragments of a dicovered manuscript : [a novel] /","njp.32101067477719"
"Les misérables : a novel. /","hvd.hn31ai"
"Vanity fair : a novel without a hero ; and Lovel the widower /--- v. 2","uc1.b3548710"
"The ladies' juggernaut : a novel /","osu.32435017973355"
"You, I, and her : a novel /","mdp.39015059706054"
"The mantle of Elijah : a novel /","mdp.39015030113396"
"Cecil: or, The adventures of a coxcomb; a novel.--- v.2","inu.30000035080393"
"Petticoat government; a novel,--- vol. 3","njp.32101064791476"
"Bolanyo; a novel,","mdp.39015059420342"
"Tower of ivory; a novel,","mdp.39015063754033"
"Romance, a novel","hvd.32044024167165"
"French Janet, a novel.","njp.32101068970944"
"Great Grenfell gardens. A novel.--- v.1","coo.31924013448653"
"With edged tools; a novel,","hvd.hn1hzm"
"Room 103; a novel about Detroit's Welfare Department.","uc1.$b807457"
"The quality of mercy : a novel /","mdp.49015000531021"
"Albert de Nordenshild: or, The modern Alcibiades. A novel, tr. from the German ...--- v.2","mdp.39015064379699"
"Bloody Mary : a novel /","mdp.39015056315701"
"Barbary sheep; a novel,","wu.89095151627"
"Mansfield Park : a novel /","hvd.hwiwh7"
"The land of Cockayne; a novel,","mdp.39015008968797"
"The truth about Tristrem Varick; a novel,","uc1.b3569234"
"Rachel Ray, a novel.--- v.2","mdp.39015002649252"
"The caverns of Crail; a novel,","hvd.hn1jps"
"Sista noveller.","wu.89079741369"
"The world to blame. A novel.","nyp.33433076049042"
"Daireen, a novel,","uiug.30112052941207"
"Las ideas actuales (con un fragmento de la novela El apóstol)","mdp.39015027544041"
"Kate Danton, or, Captain Danton's daughters : a novel.","umn.31951001998883u"
"Jerome, a poor man; a novel.","uiug.30112003032213"
"Belinda, a novel,","hvd.hn2rn3"
"The great stone of Sardis; a novel,","hvd.hwp9dy"
"Lobenstein village. A novel ...","inu.30000108750583"
"The hidden sin, a novel.","nyp.33433074930797"
"For kings and planets : a novel /","mdp.39015045657312"
"The magic wheel; a novel,","nyp.33433075752059"
"Chronicles of Carlingford; a novel.","hvd.32044079412599"
"A novel class of positive electrodes for rechargeable batteries /","uc1.c2930793"
"Quits! A novel,--- vol.1","njp.32101064380338"
"Sir Mortimer : a novel /","uc1.$b242778"
"Miriam : a novel /","hvd.hn1bpk"
"Money magic : a novel /","mdp.39015003700443"
"Temptation [a novel]","hvd.hx6hzr"
"Self-control: a novel.--- v.3","njp.32101007066069"
"In the wilderness; a novel,","mdp.39015059377617"
"The house behind the poplars : a novel /","osu.32435054492152"
"Maurice Dering, or, The quadrilateral : a novel /--- v.2","uiug.30112049087601"
"The three graces : a novel /","nyp.33433074866256"
"Fleurange. A novel","hvd.hwjnq5"
"The dewy morn. A novel.--- v.2","mdp.39015031241840"
"Lord Ormont and his Aminta : a novel /--- v. 3","uc1.b3328945"
"The monk's wedding; a novel,","mdp.39015004289081"
"A reverend idol. A novel.","hvd.hxdlyx"
"The grain of dust; a novel.","uc1.b4103057"
"The hungry heart : a novel /","osu.32435016316119"
"This son of Vulcan : a novel /--- v.3","uiug.30112041403640"
"A modern instance : A novel.--- v.2","hvd.32044090075276"
"The lion at morning, a novel;","mdp.39015014137411"
"The hermit of Nottingham. A novel,","nyp.33433082175922"
"The School of fashion : a novel.--- v.1","njp.32101067640670"
"The Hawkshawes, a novel by M.A. Bird.","uc1.$b119781"
"A little love story : a novel /","mdp.39015062563989"
"Christ the Lord : out of Egypt : a novel /","uc1.32106018065075"
"The storm centre; a novel,","hvd.32044046730511"
"The Ojibway : a novel of Indian life of the period of the early advance of civilization in the great Northwest /","mdp.39015010938184"
"The chaplain of the fleet : a novel /--- v. 3","uc1.b3321920"
"The island of the innocent; a novel of Greek and Jew in the time of the Maccabees.","mdp.39015016440144"
"The chaplain of the fleet : a novel /--- v. 1","uc1.b3321918"
"Don Balasco of Key West; a novel,","uc1.$b112380"
"American wives and English husbands : a novel /","nyp.33433082173711"
"Criminal tendencies : a novel /","uc1.b4975993"
"Jefferson McGraw : a novel /","mdp.39015056890356"
"A castle in Spain : a novel /","umn.319510020773016"
"The Englishman : a novel. In six volumes /--- v.6","mdp.39015063913563"
"Rosina: a novel ...--- v. 4","nyp.33433074911813"
"Arlington. A novel.--- vol.1","njp.32101072980269"
"A father as he should be; a novel.--- v.2","hvd.hwkd7e"
"Not easily jealous; a novel.--- v.2","coo.31924064976792"
"The morals of Marcus Ordeyne; a novel,","mdp.39015048881216"
"Novella di Lionora de' Bardi e Ippolito Buondelmonti riprodotta conforme una stampa del secolo XV, con una bibliografia della novella.","nnc1.cu50019554"
"On the Susquehanna; a novel,--- ---","nyp.33433112005412"
"Brownstone, a novel of New York.","mdp.39015014861663"
"Peder Victorious, a novel","mdp.39015008682893"
"Pride and prejudice : a novel /","hvd.32044018940783"
"The three black Pennys : a novel /","uc1.$b243106"
"Contos tradicionaes do povo portuguez com um estudo sobre a novellistica geral e notas comparativas.--- v.2","uc1.b000872967"
"The wife's evidence : a novel /","nyp.33433044608457"
"The Rocky Ridge vaudeville show, a novelty entertainment,","osu.32435053578530"
"The Golden cage : a novel /","uc1.$b396044"
"The house on the Hudson [a novel]","hvd.hn1l6v"
"Woman's temptation : a novel /--- v.3","uiug.30112056548537"
"She flew the coop : a novel concerning life, death, sex, and recipes in Limoges, Louisiana /","mdp.39015033951800"
"Juniper tree burning : a novel /","mdp.39015051280272"
"She drove without stopping : a novel /","mdp.39015018949654"
"Madcap Nellie : a novel in real life, founded upon incidents in the strange and romantic history of the famous Kansas girl, Nellie C. Bailey /","osu.32435018502823"
"Resurrection ; a novel /","pst.000056759327"
"Raw gold : a novel /","uc1.$b312524"
"In the ""Stranger people's"" country; a novel","hvd.hn1fxv"
"A goat for Azazel; a novel of Christian origins.","mdp.39015016443247"
"Letitia Berkeley, A.M. : a novel /","nyp.33433076022205"
"A common story, a novel.","mdp.39015024373238"
"The ballads of the unknown soldier : (a novel in ballads) /","inu.30000003932559"
"My sister Jeannie : a novel /","njp.32101073394510"
"Christie Johnstone; a novel.","hvd.hwkzed"
"Sophy of Kravonia; a novel,","nyp.33433074857586"
"The Irish excursion; or, I fear to tell you. A novel.--- v. 3","nyp.33433081580056"
"At the Red Glove; a novel;","hvd.hn1yxd"
"Evan Harrington : a novel /","uiug.30112051372255"
"Men of principle : a novel /","uc1.$b105308"
"Del relato modernista a la novela poemática : la narrativa breve de Ramón Pérez de Ayala /","mdp.39015011228015"
"Out of the West, a novel","hvd.hn1lmq"
"The youthful impostor. A novel ...--- v.2","inu.30000005027283"
"The queen of love,: a novel,","wu.89087903548"
"Steve Bellamy; a novel,","mdp.39015024084637"
"Our blue jackets, afloat and ashore : a novel /--- v.1","umn.31951p001065272"
"Rose and Rue. A novel.--- v.2","uc1.$b250354"
"Home. A novel.--- v. 2","nyp.33433074954953"
"Nancy McVeigh of the Monk Road [a novel]","hvd.hnjbud"
"Serena : a novel /","osu.32435070805320"
"John Fury, a novel in four parts,","uc1.b3687663"
"Phases of an inferior planet [a novel]","mdp.39015003940916"
"Rasskazy u svetil'nika : kitaiskaia novella XI-XVI vekov.","uc1.b3718971"
"Rain and the river, a novel.","uc1.$b684919"
"Found wanting, a novel--- v.2","coo.31924064977345"
"The phantom future; a novel,","hvd.hw1xof"
"A nymph of the West; a novel.","umn.31951002463911d"
"Almack's : a novel ...--- v.3","hvd.hwkd9s"
"Miss Elvester's girls. A novel /--- v.3","uiug.30112055271396"
"The wife and the lover : a novel.--- v.2","umn.319510020890856"
"The Freres; a novel,","hvd.hnn5ee"
"Ghosts I have been :  a novel /--- 1987","pst.000033672502"
"A novel function for Dax1 in embryonic stem cells and embryogenesis /","uc1.l0091225490"
"Kilmeny; a novel,","hvd.hn1mv2"
"Cameron : a novel.--- v.1","hvd.32044086801958"
"Green fires : assault on Eden : a novel of the Ecuadorian rainforest /","mdp.39015032611652"
"Soul snatcher : a novel /","mdp.39015019396376"
"The Martian : a novel /","mdp.39015063916921"
"The transgression of Andrew Vane, a novel,","nnc1.1002152240"
"Jerusalem; a novel from the Swedish of Selma Lagerlöf:","mdp.39015030010584"
"Maid Ellice : a novel /","nyp.33433074929203"
"A nun of Taishan (a novelette) and other translations /","mdp.39015001785487"
"Resistance to activated protein c : a novel risk factor for venous thrombosis /","mdp.39015058143424"
"Night and morning : a novel.--- v.2","umn.319510020965562"
"The Tower of Babel; a novel,","mdp.39015046829993"
"Écarté; or, The salons of Paris ... [a novel]--- v.1","hvd.hnk1ep"
"Did she love him? A novel.--- v.1","inu.32000002629717"
"Autobiography of red : a novel in verse /","mdp.39015040360771"
"The story of Harold; a novel.","mdp.39015043412660"
"To the last man; a novel,","nyp.33433076068612"
"What came of it. A novel.","wu.89104494554"
"The cryptogram : a novel /","hvd.hwr8j5"
"Vanity Fair : a novel without a hero /--- v. 3","umn.319510013996574"
"Sylvia's lovers : a novel /","nyp.33433074857354"
"A pair of blue eyes. A novel.--- v.2","coo.31924060449091"
"Discipline : a novel /","njp.32101031716986"
"Oakwood Hall, a novel; including a description of the lakes of Cumberland and Westmoreland, and a part of South Wales.--- v.3","uc1.a0000521914"
"Uncle Horace, a novel,--- v. 1","nyp.33433074862768"
"Trenta novelle di Giovanni Boccaccio ad use delle scuole /","uc1.$b256590"
"Jerusalem; a novel,","uva.x000853598"
"High drama in fabulous Toledo : a novel /","mdp.39015042245111"
"The unthinkable thoughts of Jacob Green : a novel /","mdp.39015060089805"
"Our happiness : a novel /","mdp.39015018863541"
"The Englishman : a novel. In six volumes /--- v.3","mdp.39015063913530"
"La novela de un literato : hombres, ideas, efemérides, anécdotas ... /","umn.31951001272826p"
"Deerbrook : a novel /","inu.30000010437212"
"The sowers; a novel,--- ---","nyp.33433112050517"
"The world of William Clissold : a novel at a new angle /--- v. 2","uc1.$b245165"
"Gallivant : a novel /","uc1.b4357853"
"The White Kami; a novel,","hvd.hx564c"
"The gleaners; a novelette,","nyp.33433076069842"
"Ragged lady; a novel,","hvd.hw3q61"
"La novela en el siglo XIX: conferencia literaria /","wu.89104538285"
"The rich man's fool : a novel /","osu.32435018481838"
"Reformation : a novel.--- v.2","umn.31951002003162k"
"Jessamine : a novel /","uva.x001131046"
"King Coal : a novel /","pst.000029701025"
"John Darker, a novel.","nyp.33433074877824"
"The ministry of David Baldwin : a novel /","uc1.$b249077"
"The Sphinx in Aubrey parish, a novel.","nyp.33433074809165"
"Firecracker Jane; a novel,","nyp.33433082539374"
"Children of a fireland : a novel /","mdp.39015060078972"
"Diplomatic disenchantments, a novel,","mdp.39015063524311"
"The chinaberry tree; a novel of American life.","mdp.39015003345603"
"Fool's gold : a study in values : a novel /","hvd.hw1xt1"
"A romance of summer seas; a novel.","wu.89098018716"
"Eve Lester. A novel.--- v. 1","uc1.$b248721"
"Valentine Forde : a novel /--- v. 1","uc1.b3321870"
"The Venetians A novel : By the author of ""Lady Audley's secret,"" ... In three volumes.--- vol.1","njp.32101064919077"
"Mary North : a novel /","nyp.33433076045727"
"Marriage; a novel.--- v.2","hvd.hwjw17"
"Time will run back; a novel about the rediscovery of capitalism.","uc1.$b399309"
"The Chicago story, a novel.","uc1.b4091303"
"The Old Dominion : a novel /--- v.1","mdp.39015031240792"
"A soul in bronze : a novel of Southern California /","hvd.hn1hls"
"Elysian fields : a novel /","mdp.39015014864279"
"The Junior Dean : a novel /","umn.31951p00399853e"
"By mead and stream, a novel.--- v.2","njp.32101066458959"
"A waiting race; a novel.--- v.1","coo.31924013575026"
"The last scam : a novel /","uc1.b4446289"
"Friday, the thirteenth; a novel,","hvd.32044018709428"
"The romance of the Hamilton estate : a novel /","osu.32435018419887"
"Temper : a novel /","hvd.hn1chx"
"Captain Master's children : a novel /--- v.1","njp.32101018115079"
"The Italian campaign: a novel;","uc1.$b393017"
"A Welsh witch; a novel ...--- ---","nyp.33433102565003"
"The real adventure; a novel,","hvd.hnqhyd"
"Vanity fair : a novel without a hero /--- v.3","hvd.32044024506289"
"The laughing girl, a novel,","uc1.b3578853"
"A season of mists; a novel.","uc1.$b106035"
"The lodestar, a novel.","coo.31924013661800"
"A royal gentleman : a novel /","osu.32435018145110"
"The trial : a novel /","pst.000056071436"
"Roses of shadow; a novel,","hvd.hxdjkd"
"Cosmopolis; a novel,","uc1.c020906562"
"King Coal : a novel /","nyp.33433076039761"
"Scandal : a novel /","njp.32101066122290"
"The miracles of Antichrist; a novel,","umn.31951001399607j"
"An American politician : a novel /","uc1.b3321311"
"The heiress; a novel.","hvd.hnn36g"
"Beyond the eagle's rage : a novel /","wu.89099301053"
"Home. A novel.--- v. 3","nyp.33433074954961"
"Can the old love? A novel, by Zadel Barnes Buddington.","nyp.33433081936605"
"The country, a novel.","coo.31924013204353"
"The losing game; a novel,","hvd.hn3gu3"
"Eleanor; a novel,","hvd.hn1cxv"
"1876 : a novel /","inu.30000123932877"
"Slap your sides : a novel /","mdp.39076002142110"
"Choisy. A novel.","nyp.33433076062995"
"A terrible secret, a novel.","nyp.33433074797691"
"Born in wedlock, a novel.","uc1.b3346866"
"Virgin soil : a novel /--- v.2","umn.31951002462090w"
"Lucius Davoren, or, Publican and sinners : a novel /--- v.1-3","pst.000005321391"
"Wind and waves : a novel /","mdp.39015014308707"
"Concealment: a novel ...--- v.2","hvd.hn1q44"
"Belmour: a novel.--- v.1","umn.31951002015508u"
"Foxglove manor : a novel /--- v.2","uiug.30112081504836"
"The fourth treasure : a novel /","mdp.39015054378065"
"Regioselectivity of nucleophilic addition to n³-propargyl complexes and electronic effects on a novel equilibrium between n³-allenyl complexes of rhenium /","wu.89080352776"
"My Lady Nobody, a novel,--- v.2","hvd.hn3a7c"
"Fredi & Shirl & the kids: the autobiography in fables of Richard M. Elman; a novel,","mdp.39015003346015"
"Ishmael; a novel,--- v.3","coo.31924064973575"
"Prince of Israel; a novel on Bar-Kokba's uprising against Rome.","mdp.39015003941468"
"The president : a novel /","hvd.hwxmbt"
"The Kentons; a novel,","hvd.hw3q5t"
"St. Elmo, a novel,","hvd.hn1hcv"
"Olive, A novel.","njp.32101068167756"
"Unquenched fire; a novel,","osu.32435017939935"
"The education of Eric Lane : a novel /","uc1.$b245009"
"Macías y Larra : tratamiento de un tema en el drama y en la novela /","mdp.39015029534032"
"The day of their wedding : a novel /","uc1.b3578839"
"The maroon : a novel /","uc1.b3331840"
"The heroines of Petoséga; a novel,","mdp.39015011421008"
"The Forest of Comalva, a novel; containing sketches of Portugal, Spain, and part of France.--- v.3","uc1.a0000567958"
"A pilgrimage to Beethoven; a novel,","hvd.ml1es1"
"Poor Miss Finch; a novel.--- v.1","coo.31924013466549"
"When the heart is young : a novel /","osu.32435018291047"
"The land of frozen suns : a novel /--- ---","nyp.33433112013853"
"The house of Egremont; a novel,","mdp.39015063959913"
"His natural life. A novel.","njp.32101066456789"
"Juan Ortiz, gentleman of Seville, a novel","uc1.$b86218"
"Pin money; a novel.--- v. 1","nyp.33433074864145"
"Thirlby Hall, a novel--- v.1","hvd.hn1qhe"
"The western limit of the world : a novel /","mdp.39015063688363"
"The Career of a nihilist; a novel","hvd.32044004807095"
"Fenton's quest; a novel,--- v.2","coo.31924064973526"
"A matter of millions : a novel /","hvd.hn1bve"
"The lunatic at large; a novel.","hvd.hn1fh6"
"The captives : a novel in four parts /","mdp.39015063959640"
"Sir Robert's fortune : a novel /","hvd.hn1vgs"
"Doris, a novel.","nyp.33433074869862"
"A matter of millions : a novel /","hvd.hn1jnt"
"The landlord at Lion's Head; a novel,","nyp.33433076083892"
"Privilege : a novel of the transition /","uc1.$b105051"
"Enoch Willoughby : a novel /","uiug.30112002755889"
"Vanity fair, a novel without a hero.","uc2.ark:/13960/t12n5bz6q"
"Ruth : a novel /--- v. 1","nyp.33433074856885"
"Samlade svenska historiska noveller.--- v. 1","uc1.$b483005"
"A secret of the past; a novel--- 1","wu.89006958557"
"A man of purpose; a novel,","uc1.$b312381"
"Mito y realidad en la novela actual : VII Encuentro de ecritores y críticos de las letras españolas /","mdp.39015029878488"
"Behold the fire; a novel based on events that took place between 1914 and 1918 in London, Cairo, Constantinople, Jerusalem, and some of the villages in Palestine.","mdp.39015051347238"
"La novela de ciencia ficción.","mdp.39015003939280"
"Fathers and sons. A novel.","inu.32000011334218"
"Standard-bearers; a novel [in three parts]--- v.2","uc1.32106019422192"
"The Belle Islers : a novel /","hvd.hwrb1t"
"Come out to play; a novel,","nyp.33433074869516"
"Purely academic : a novel.--- cop.2","uc1.b4097434"
"On both sides. A novel.","uva.x001181186"
"Odette's marriage : a novel /","hvd.hn1pwf"
"Children of circumstance : a novel /","wu.89098860513"
"The living link. A novel.","hvd.hn2wrn"
"The Coryston family; a novel,","hvd.hwpavm"
"Celestina. A novel ...--- v. 4","nyp.33433074911490"
"Disobedience. A novel ...--- v.1","njp.32101037042528"
"Damned if you do--damned if you don't, a novel.","mdp.39015000538911"
"Cecil's tryst; a novel,","coo.31924013533371"
"The mutable many. A novel.","nyp.33433074932298"
"Under the tricolor; or, The American colony in Paris. A novel.","hvd.hn1nsa"
"A woman for mayor : a novel of to-day /","hvd.rsm3vh"
"Satyr: a novel of love and passion.","nnc1.1000925098"
"The Claverings : a novel /","hvd.hn4unx"
"The nameless castle : a novel /","mdp.39015053262328"
"Patience, a novel.","uc1.$b87386"
"La Novela cómica.--- ano 4:no.174-183 1919","coo.31924106263209"
"Through night to light. A novel.","uc1.b4084567"
"The jewel in the lotos. A novel.","hvd.hwxu8g"
"The old manor-house; a novel ...--- v.2","njp.32101067176469"
"The fog; a novel,","nyp.33433076050982"
"A young girl's life : a novel /","uiug.30112042288065"
"The Hoosier school-master; a novel.","hvd.hn3ral"
"Because of conscience : being a novel relating to the adventures of certain Huguenots in old New York /","mdp.39015063761277"
"St. Elmo, a novel,","mdp.39015028719360"
"The woman of the world : a novel /--- v.2","inu.39000004066143"
"The law and the lady; a novel.--- v.1","coo.31924013466382"
"Mills of God : a novel /","osu.32435018095059"
"Second love, or, Beauty and intellect : a novel /--- vol.1","njp.32101067178549"
"Wives and daughters. A novel.","uc1.31175016743323"
"Mists. A novel,","nyp.33433084129059"
"The kingdom round the corner-- a novel,","nyp.33433074958442"
"The silence of Dean Maitland : a novel /","umn.319510023805040"
"A voyage of discovery. A novel of American society.","hvd.hn1rz2"
"Out of step, a novel,","nyp.33433076059439"
"The Cornish penny : a novel /","nyp.33433074945175"
"A valuable life : a novel /","nyp.33433075747208"
"Barbara Heathcote's trial, a novel","nyp.33433034410468"
"Emma : a novel.","hvd.hn1deg"
"Frank Amor : a novel /--- v.3","uiug.30112041412658"
"By bread alone : a novel /","njp.32101063691347"
"Flirtation : a novel.--- v. 3","uc1.b3321456"
"Consequences. A novel.--- v.1","uiug.30112041670776"
"Separation : a novel /","mdp.39015009118400"
"The age of orphans : a novel /","mdp.39015078774380"
"Love and other games of chance : a novelty /","mdp.39015056249041"
"The unknown soldier : a novel /","inu.30000055877835"
"Changing winds : a novel /","uiug.30112045830111"
"Aunt Tirzah : a novel /","osu.32435017777301"
"Takdir : sebuah sayembara novel watan 2 /","mdp.39015064253084"
"1915 : a novel /","mdp.39015024870605"
"Truth Dexter [a novel]","hvd.hn3h5l"
"Sea Mew abbey [a novel]","njp.32101067647329"
"Christie Johnstone. A novel.","hvd.hn3dsm"
"Jerusalem; a novel,","hvd.32044024144750"
"The cost of a lie : a novel /","osu.32435006959704"
"The head of the family : a novel.","mdp.39015085351099"
"Moltke: his life and character, sketched in journals, letters, memoirs, a novel, and autobiographical notes.","uva.x000887707"
"The road to Damascus; a novel.","mdp.39015059418510"
"Columbus and Beatriz: a novel,","hvd.hn3hq9"
"Marion Fay; a novel /--- v.2","osu.32435054199765"
"The village on the cliff. A novel.","uc1.b3550800"
"Black-eyed Susan :  a novel /--- A767bl 1995","pst.000026501123"
"Nueva historia de la novela hispanoamericana /","mdp.39015013488518"
"The hoyden, a novel.--- v.2","coo.31924064978426"
"The under side of things; a novel,","wu.89098012065"
"The friend; a novel.","mdp.39015059427693"
"Swenska noveller.--- v.5-6","hvd.hntfhu"
"The Kentuckians; a novel,","hvd.hn1d8m"
"The Hoyden; a novel,--- v.3","uc1.b3123865"
"Sketches of character, or Specimens of real life.  A novel ...--- v.3","njp.32101063579302"
"Moltke: his life and character, sketched in journals, letters, memoirs, a novel, and autobiographical notes.","wu.89098802457"
"Precaution. : A novel. /--- v.2","njp.32101063606394"
"Petronel; a novel,--- v.2","coo.31924064981768"
"East and west.: A novel.--- v.1-2","wu.89099221434"
"Won by waiting; a novel,","nyp.33433074937321"
"Gloria; a novel.","mdp.39076005189555"
"Mary, a novel, following Spira and Ray, containing suggestions for the betterment of aspiring mankind,","uc1.$b301869"
"A lost wife : a novel /","nyp.33433074935275"
"Gerald Fitzgerald, the chevalier : a novel /","uc1.b3324545"
"The secretkeepers : a novel /","mdp.39015061176841"
"Synthesis and physiocochemical characterization of large nickel-carbonyl-phosphinidene and arsinidene clusters and a novel platinum-24 carbonyl clucster /--- v.1","wu.89098571805"
"La novela de las horas y de los días (notas íntimas de un pintor)","hvd.32044004972485"
"Way of revelation : a novel of five years /","uc1.$b56549"
"Trilby : a novel /","pst.000015000941"
"The way of the world : A novel.","nyp.33433082170436"
"Quisanté : a novel /","hvd.hwkaek"
"A daughter of to-day. A novel,--- V2","osu.32435023787104"
"Quota : a novel /","uc1.$b170815"
"King's Cope : a novel.","nyp.33433075755185"
"Mrs. Thompson : a novel /","uc1.$b243526"
"Amaryllis at the fair, a novel,","mdp.39015055237476"
"The Honble. Mrs. Vereker, a novel,","coo.31924013486398"
"Pilgrims of fashion. A novel,","nyp.33433074793948"
"Black heat : a novel /","mdp.39015042249220"
"Miss Bonnybel : a novel /","njp.32101066457944"
"Rachel Craig. A novel, connected with the valley of Wyoming.","nyp.33433075873731"
"The bride's fate : a novel /","osu.32435010411726"
"Counterfeit kings : a novel /","mdp.39015059120157"
"Hogan, M.P.; a novel","nyp.33433074857891"
"The incidental bishop, a novel","uc1.$b248040"
"Fenton's quest; a novel,--- v.1","coo.31924013522861"
"Agatha's husband; a novel.","wu.89004872149"
"The wave : a novella and other stories /","mdp.39015059974744"
"The vicissitudes of a life : a novel /--- v.3","hvd.hwkqce"
"Katherine Frensham : a novel /","nyp.33433074851050"
"Joan Thursday : a novel /","hvd.hwpa43"
"Medicine men : a novel /","mdp.39015040696638"
"Mrs. Balfame : a novel /","osu.32435013053277"
"Veronica, a novel.","uc1.$b805570"
"A daughter of Heth. A novel.--- v.1","mdp.39015063747953"
"Old Margaret. A novel.--- v. 2","uc1.b3314284"
"Evaluation of a novel electrophoretic separation method to remove pyritic sulfur from coal /","mdp.39015078484501"
"For life; a novel","uc1.$b56393"
"The supreme surrender : a novel /","hvd.hn1nf6"
"The handicap ; a novel of pioneer days /","osu.32435004110722"
"The hate merchant, a novel.","uc1.$b223957"
"Prelude to night, a novel","uc1.$b800195"
"The two Barbaras : a novel /","nyp.33433076062847"
"The real issue [a novel]","uc1.b4699973"
"The Lacy diamonds. A novel.","nyp.33433074793989"
"The bachelors : a novel /","nyp.33433076023021"
"Snow in the river, a novel.","mdp.39076006254325"
"La novela deshumanizada española, 1958-1988 /","mdp.39015018518459"
"The village pastor and his children : A novel. : Four volumes in two. /--- v. 2","nyp.33433075747877"
"Partita in Venice : a novel /","mdp.39015048830544"
"The story of an African farm; a novel,","hvd.hn5g7w"
"La novela picaresca y el punto de vista.","inu.30000055066330"
"Instead of the thorn; a novel","hvd.hn1m9e"
"Katrine, a novel,","hvd.32044080915390"
"The stone-cutter of Lisbon. A novel.","nnc1.cu58327860"
"To live : a novel /","mdp.39015060018069"
"The touch of treason : a novel /","pst.000025786330"
"Yama <The pit> a novel in three parts,","osu.32435001386663"
"Sir Elyot of the woods : a novel /","nyp.33433074930417"
"The master of millions : a novel /","mdp.39015063562428"
"Coward conscience. A novel.--- v.2","uiug.30112082407328"
"The magic of wealth. A novel.--- v.2","uc1.b3293540"
"Nivola contra novela /","mdp.39015033065585"
"A figural model for describing the interpretation of a novel : Theophile Gautier's Mademoisell de Maupin /","wu.89015078835"
"Nancy, a novel.","nyp.33433034410146"
"The dead look on, a novel.","uc1.b4095325"
